cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	neighborhood	Neuronal	Glial	CTX.cluster_label	supertype.markers.combo _within subclass_	supertype.markers.combo	CCF_acronym.freq	sex.bias	cluster.markers.combo _within subclass_	nt.markers	CTX.supertype_label	v2.size	v3.size	cluster.TF.markers.combo	multiome.size	Dark	subclass.markers.combo	Light	anatomical_annotation	CTX.supertype_id	np.markers	CTX.subclass_id	cluster.markers.combo	CTX.subclass_label	CCF_broad.freq	merfish.markers.combo	CTX.size	subclass.tf.markers.combo	nt_type_label	nt_type_combo_label	CTX.cluster_id	CTX.neighborhood_id	F	CTX.neighborhood_label	M
CS20230722_CLUS_3345	3345 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.56,Slc18a2:6.17	Slc17a6|Slc18a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.66,PRNr:0.08,PB:0.08	None	Hs3st6,Tcf24	Slc17a6:8.56,Slc18a2:6.17	None	0	74	Prdm6,Npas1,Bnc2,Onecut3	0	0.09	None	0.91	PPN	None	Pdyn:7.2,Adcyap1:6.4,Crh:4.8	None	Prdm6,Hs3st6,Crh	None	MB:0.73,P:0.23	Evx2,Pdyn,Met	None	None	Glut	Glut	None	None	0.72	None	0.28
CS20230722_CLUS_3346	3346 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Dopa	Slc17a6:8.57,Th:6.41,Ddc:6.18,Slc18a2:4.03	Slc17a6|Th|Ddc|Slc18a2	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PAG:0.23,PB:0.18,LDT:0.16,P:0.15,PCG:0.08,PPN:0.04	None	Gldn	Slc17a6:8.57,Th:6.41,Ddc:6.18,Slc18a2:4.03	None	0	58	Prdm6,En1,Onecut3,Zeb2,Npas1	0	0.07	None	0.93	PAG PB LDT	None	Adcyap1:7.7,Pdyn:4.1	None	Prdm6,Gldn,Th	None	P:0.61,MB:0.32	Evx2,Pdyn,Zeb2	None	None	Dopa	Glut-Dopa	None	None	0.47	None	0.53
CS20230722_CLUS_3347	3347 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.95	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.57,PRNr:0.13,PB:0.11	None	Mctp2,Ebf3	Slc17a6:8.95	None	0	178	Prdm6,En1,Npas1,Tshz3,Nr4a2	0	0.07	None	0.93	PPN	None	Adcyap1:4.9	None	Prdm6,Mctp2,Nox4	None	MB:0.64,P:0.3	Evx2,Met,Mctp2,Bnc2,Ebf3	None	None	Glut	Glut	None	None	0.76	None	0.24
CS20230722_CLUS_3348	3348 CUN-PPN Evx2 Meis2 Glut_4		CS20230722_SUPT_0779	0779 CUN-PPN Evx2 Meis2 Glut_4	cluster							CS20230722_NEUR_Glut	Slc17a6:8.45	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PPN:0.43,PRNr:0.34,MRN:0.16	None	Cubn,Trhr	Slc17a6:8.45	None	0	51	Prdm6,Pou6f2,Foxp2,Bnc2,Nhlh2	0	0	None	1	PPN	None	Penk:5.7,Adcyap1:5.3	None	Prdm6,Cubn,Trhr,Bnc2	None	MB:0.64,P:0.36	Bnc2,Ptger3,Penk,Lpar1,Bmp3,Calb2	None	None	Glut	Glut	None	None	0.63	None	0.37
CS20230722_CLUS_3349	3349 CUN-PPN Evx2 Meis2 Glut_5		CS20230722_SUPT_0780	0780 CUN-PPN Evx2 Meis2 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:7.98	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.29,PPN:0.21,SAG:0.16,CUN:0.14	None	Slc13a5,Foxp2,Crispld2	Slc17a6:7.98	None	0	73	Evx2,Npas1,Zic1,Ebf2,Bnc2	0	0.01	None	0.99	SAG	None	None	None	C1ql4,Scgn,Tacr3,Foxp2	None	MB:0.82	Evx2,Scgn,Tacr3,Nwd2	None	None	Glut	Glut	None	None	0.84	None	0.16
CS20230722_CLUS_3350	3350 CUN-PPN Evx2 Meis2 Glut_5		CS20230722_SUPT_0780	0780 CUN-PPN Evx2 Meis2 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.53	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.37,SAG:0.26,ll:0.17,NLL:0.13	None	Scube2,Gpr149,Slc5a7	Slc17a6:8.53	None	0	105	Evx2,Irx3,Ebf2,Irx1,Pax5,Zfpm2	0	0.06	None	0.94	SAG	None	None	None	Crispld2,St14,Irx3,Hcrtr1	None	MB:0.65,NA:0.21	Evx2,Slc5a7,Lhfp,Zic1,Gpr149	None	None	Glut	Glut	None	None	0.59	None	0.41
CS20230722_CLUS_3351	3351 CUN-PPN Evx2 Meis2 Glut_5		CS20230722_SUPT_0780	0780 CUN-PPN Evx2 Meis2 Glut_5	cluster							CS20230722_NEUR_Glut	Slc17a6:8.84	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.38,NLL:0.23,ll:0.15,SAG:0.14	None	Nxph4,Ebf2	Slc17a6:8.84	None	0	83	Evx2,Irx1,Pparg,Ebf2,Pax5	0	0.01	None	0.99	SAG	None	None	None	Crispld2,Slc5a7,Glp1r,Nxph4	None	MB:0.6,P:0.23	Evx2,Slc5a7,Lhfp,Nxph4,Pax5	None	None	Glut	Glut	None	None	0.46	None	0.54
CS20230722_CLUS_3352	3352 PBG Mtnr1a Glut-Chol_1		CS20230722_SUPT_0781	0781 PBG Mtnr1a Glut-Chol_1	cluster							CS20230722_NEUR_Chol	Slc17a6:9.52,Chat:6.66,Slc18a3:5.03	Slc17a6|Chat|Slc18a3	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PBG:0.45,MB:0.29,ll:0.15	None	Mtnr1a,Ikzf1	Slc17a6:9.52,Chat:6.66,Slc18a3:5.03	None	0	28	Evx1,Ikzf1,Bnc2	0	0.04	None	0.96	PBG	None	Adcyap1:3.7	None	Mtnr1a,Ikzf1	None	MB:0.75,NA:0.22	Chat,Pth2r,Bnc2	None	None	Chol	Glut-Chol	None	None	0.89	None	0.11
CS20230722_CLUS_3353	3353 PAG Tcf24 Glut_1		CS20230722_SUPT_0782	0782 PAG Tcf24 Glut_1	cluster							CS20230722_NEUR_Dopa	Th:8.52,Slc18a2:8.44,Ddc:8.01,Slc17a6:7.76	Th|Slc18a2|Ddc|Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	PAG:0.46,SPA:0.11,TH:0.1,SPFm:0.09,HY:0.07	None	Tcf24,Sfta3-ps	Th:8.52,Slc18a2:8.44,Ddc:8.01,Slc17a6:7.76	None	1	28	Sim1,Onecut3,Npas1,Otp	0	0.07	None	0.93	PAG an ND?	None	Adcyap1:6.2,Pnoc:4	None	Tcf24,Sfta3-ps	None	MB:0.54,TH:0.31	Onecut3,Nkx2-1,Otp	None	None	Dopa	Glut-Dopa	None	None	0.59	None	0.41
CS20230722_CLUS_3354	3354 SCig Tfap2b Chrnb3 Glut_1		CS20230722_SUPT_0783	0783 SCig Tfap2b Chrnb3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.65	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.46,SCop:0.26,SCig:0.12	None	D130009I18Rik	Slc17a6:8.65	None	11	48	Pou4f3,Maf,Tfap2a,Foxb1	0	0.25	None	0.75	SCsg-op	None	Penk:6.3,Cartpt:5.7,Tac1:3.3	None	Pou4f3,Col23a1	None	MB:0.99	D130009I18Rik,Lgr6,Shox2	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_3355	3355 SCig Tfap2b Chrnb3 Glut_1		CS20230722_SUPT_0783	0783 SCig Tfap2b Chrnb3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.55	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.67,ICd:0.09,MB:0.08	None	Tekt5,Chrnb3	Slc17a6:8.55	None	32	108	Pou4f2,Neurod6,Etv1,Nfia,Irx5,Neurod2	0	0.24	None	0.76	SCig	None	None	None	Chrnb3,Tfap2d,Ror2,Tekt5	None	MB:0.98	Chrnb3,Tfap2d,Megf11,Tgfbr2	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_3356	3356 SCig Tfap2b Chrnb3 Glut_1		CS20230722_SUPT_0783	0783 SCig Tfap2b Chrnb3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.21	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.71,ICd:0.1	None	Calb1	Slc17a6:8.21	None	384	653	Pou4f2,Neurod6,Etv1,Neurod2	0	0.09	None	0.91	SCig	None	None	None	Pou4f2,Vmn1r206,Tafa4,St8sia2	None	MB:0.99	Chrnb3,Tfap2b,Lhx9,Calb1	None	None	Glut	Glut	None	None	0.59	None	0.41
CS20230722_CLUS_3357	3357 SCig Tfap2b Chrnb3 Glut_1		CS20230722_SUPT_0783	0783 SCig Tfap2b Chrnb3 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:7.76	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.62,SCop:0.17,MB:0.12	None	Cntnap3	Slc17a6:7.76	None	14	46	Pou4f2,Neurod6,Etv1,Nr2f2	0	0.03	None	0.97	SCig	None	None	None	Gm50048,Tfap2d,Ccdc141	None	MB:0.98	Chrnb3,Tfap2d,Cntnap3,Tfap2b	None	None	Glut	Glut	None	None	0.45	None	0.55
CS20230722_CLUS_3358	3358 SCop Pou4f2 Neurod2 Glut_1		CS20230722_SUPT_0784	0784 SCop Pou4f2 Neurod2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.73	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.34,SCsg:0.24,SCig:0.18,MB:0.09	None	Hpse2,Vgll3	Slc17a6:8.73	None	162	283	Pou4f2,Neurod2,Barhl1,Rorb,Fos	0	0.04	None	0.96	SCop	None	Cartpt:6,Cck:4.4	None	Hpse2,Pou4f2,Ebf2,Vgll3	None	MB:1	Barhl1,Cartpt,Angpt1,Cdh20,Baiap3	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_3359	3359 SCop Pou4f2 Neurod2 Glut_1		CS20230722_SUPT_0784	0784 SCop Pou4f2 Neurod2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.85	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.21,SCig:0.19,SCiw:0.19,SCdg:0.14,MRN:0.07	None	Dgkk	Slc17a6:8.85	None	49	171	Pou4f2,Neurod2,Barhl1,Rorb,L3mbtl4,Ebf2	0	0.08	None	0.92	?	None	Cck:5.6	None	Pou4f2,Neurod2,Ecel1,Anxa11	None	MB:1	Barhl1,Hgf,Ecel1,Dgkk,Shox2	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_3360	3360 SCop Pou4f2 Neurod2 Glut_1		CS20230722_SUPT_0784	0784 SCop Pou4f2 Neurod2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.69	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.35,SCsg:0.33,SCig:0.26	None	C1qtnf7	Slc17a6:8.69	None	103	150	Pou4f2,Neurod2,Maf,Barhl1,Zeb2	0	0.13	None	0.87	SCop	None	Npy:3.8,Edn1:3.6	None	Hpse2,C1qtnf7,Shox2	None	MB:0.99	Barhl1,Hgf,Ptger3,Cnih3,Pvalb	None	None	Glut	Glut	None	None	0.56	None	0.44
CS20230722_CLUS_3361	3361 SCsg Pde5a Glut_1		CS20230722_SUPT_0785	0785 SCsg Pde5a Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.53	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.39,SCsg:0.23,SCzo:0.2	None	Col18a1,Chst9	Slc17a6:8.53	None	194	282	Irx6,Bnc2,Neurod2,Tshz3	0	0.09	None	0.91	SCsg	None	None	None	Npl,Bnc2,Col18a1,Chst9	None	MB:0.56,NA:0.4	Barhl1,Slc1a3,Bnc2,Chst9	None	None	Glut	Glut	None	None	0.56	None	0.44
CS20230722_CLUS_3362	3362 SCsg Pde5a Glut_1		CS20230722_SUPT_0785	0785 SCsg Pde5a Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.33,Slc17a7:4.57	Slc17a6|Slc17a7	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.31,SCsg:0.26,SCzo:0.25	None	Slc17a7	Slc17a6:8.33,Slc17a7:4.57	None	174	276	Sp5,Ebf2,Irx6,Ahr,Rorb	0	0.12	None	0.88	SCsg	None	None	None	Sp5,C1ql1,Lrfn5	None	MB:0.66,NA:0.32	Barhl1,C1ql1,Slc17a7	None	None	Glut	Glut	None	None	0.51	None	0.49
CS20230722_CLUS_3363	3363 SCsg Pde5a Glut_2		CS20230722_SUPT_0786	0786 SCsg Pde5a Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.66	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.39,NA:0.26,SCzo:0.2	None	Sox5	Slc17a6:8.66	None	135	351	Barhl1,Fosl2,Bnc2,Sox5	0	0.14	None	0.86	SCsg	None	Vip:5.9	None	Vip,Bnc2,Fgf10	None	MB:0.72,NA:0.26	Vip,Bnc2,Fgf10	None	None	Glut	Glut	None	None	0.62	None	0.38
CS20230722_CLUS_3364	3364 SCsg Pde5a Glut_2		CS20230722_SUPT_0786	0786 SCsg Pde5a Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.21	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.48,SCzo:0.23,SCsg:0.17	None	Pmp22	Slc17a6:8.21	None	193	146	Barhl1,Bnc2,Fosl2,Pou6f2,Shox2,Ahr	0	0.02	None	0.98	SCsg	None	Vip:6.2	None	Vip,Lef1,Sntb1	None	MB:0.48,NA:0.48	Vip,Barhl1,Fbn2	None	None	Glut	Glut	None	None	0.49	None	0.51
CS20230722_CLUS_3365	3365 SCsg Pde5a Glut_2		CS20230722_SUPT_0786	0786 SCsg Pde5a Glut_2	cluster							CS20230722_NEUR_Glut	Slc17a6:8.62	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.61,SCop:0.11,SCzo:0.11	None	Mafa	Slc17a6:8.62	None	23	56	Mafa,Barhl1,Klf5	0	0.2	None	0.8	SCsg	None	Cck:4.8	None	Tspan11,Mafa,Barhl1	None	MB:0.94	Barhl1,Chst9,Maf,Scn4b	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_3366	3366 SCsg Pde5a Glut_3		CS20230722_SUPT_0787	0787 SCsg Pde5a Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.3	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.46,SCop:0.23,SCsg:0.12	None	Plscr5	Slc17a6:8.3	None	45	103	Bnc2,Sox6,Ebf2,Barhl1,Zeb2,Mkx	0	0.2	None	0.8	SCsg	None	None	None	Plscr5,4930438E09Rik,Lhfp,Barhl1	None	MB:0.98	D130079A08Rik,Hgf,Stac,Barhl1,Pde3a,Ankfn1	None	None	Glut	Glut	None	None	0.58	None	0.42
CS20230722_CLUS_3367	3367 SCsg Pde5a Glut_3		CS20230722_SUPT_0787	0787 SCsg Pde5a Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.69	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.43,SCsg:0.16,ICd:0.12,SCzo:0.11	None	Tac1,Gm20063	Slc17a6:7.69	None	146	115	Barhl1,Maf,Sox6,Ebf2,Hopx	0	0.07	None	0.93	SCsg	None	Tac1:8.7	None	Itga7,Dkk2,Sox6,Tac1	None	MB:0.48,NA:0.44	Barhl1,Maf,Sox6,Ebf2,Baiap3,Syt6	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3368	3368 SCsg Pde5a Glut_3		CS20230722_SUPT_0787	0787 SCsg Pde5a Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:8.62	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.47,SCzo:0.18,NA:0.17	None	Clic6	Slc17a6:8.62	None	2	35	Barhl1,Maf,Hopx,Shox2,Sox6,Zic3	0	0.43	None	0.57	SCsg	None	None	None	Vmn1r206,Crocc2,Prokr2	None	MB:0.81	Barhl1,Clic6,Ccn4	None	None	Glut	Glut	None	None	0.43	None	0.57
CS20230722_CLUS_3369	3369 SCsg Pde5a Glut_3		CS20230722_SUPT_0787	0787 SCsg Pde5a Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.43	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	NA:0.43,SCzo:0.2,SCsg:0.15,ICd:0.12	None	Stk32a,Pou4f1	Slc17a6:7.43	None	305	493	Barhl1,Zeb2,Lef1,Maf,Bhlhe22,Pou4f1	0	0.07	None	0.93	SCsg	None	Cck:7.4,Cartpt:6.5,Tac1:5.4	None	Them7,Lef1,Ebf2,Pou4f1	None	MB:0.54,NA:0.43	Barhl1,Cartpt,Zeb2,Tent5a,Pou4f1	None	None	Glut	Glut	None	None	0.58	None	0.42
CS20230722_CLUS_3370	3370 SCsg Pde5a Glut_3		CS20230722_SUPT_0787	0787 SCsg Pde5a Glut_3	cluster							CS20230722_NEUR_Glut	Slc17a6:7.87	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.49,SCzo:0.15,NA:0.13,SCop:0.11	None	Tmem232,Thsd7b	Slc17a6:7.87	None	81	186	Barhl1,Zeb2,Pou4f1,Bcl11b,Bhlhe22	0	0.2	None	0.8	SCsg	None	Cartpt:7.1,Cck:6.3,Edn1:3.3	None	Samd3,D130009I18Rik,Robo3,Thsd7b	None	MB:0.86	D130009I18Rik,Barhl1,Rasgrp1,Fgf10,Cnih3	None	None	Glut	Glut	None	None	0.61	None	0.39
CS20230722_CLUS_3371	3371 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.92,Ddc:3.33	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.65,SCop:0.16	None	1110015O18Rik,Mybpc1,Kcng1	Slc17a6:8.92,Ddc:3.33	None	174	282	Barhl1,Irx2,Sox5,Foxo1,Zfp831,Satb1	0	0.04	None	0.96	None	None	None	None	Scml2,Mybpc1,Oprm1,Kcng1	None	MB:1	Barhl1,Moxd1,Zfp536,Adamts19,Kcng1	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3372	3372 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.66,Ddc:4.05	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.37,SCop:0.34,SCig:0.18	None	Htr2a,Dkk2	Slc17a6:8.66,Ddc:4.05	None	257	474	Pou4f1,Mycn,Barhl2,Irx2,Tox,Zfp536	0	0.03	None	0.97	None	None	None	None	Scml2,Amhr2,Col25a1,Htr2a	None	MB:1	Egflam,Pou4f1,Moxd1,Htr2a,Npy2r	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3373	3373 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.05	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCsg:0.29,SCop:0.29,SCig:0.28	None	Stxbp6,Qrfpr,Rspo2	Slc17a6:9.05	None	129	234	Pou4f2,Mycn,Barhl1,Zfp536,Hopx,Meis2	0	0.04	None	0.96	None	None	None	None	Mybpc1,Npnt,Hmcn1,Sv2c	None	MB:0.97	D130079A08Rik,Rspo2,Tmem132c,Qrfpr,Stxbp6,Tafa1	None	None	Glut	Glut	None	None	0.45	None	0.55
CS20230722_CLUS_3374	3374 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.81	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.48,SCop:0.16,MB:0.1,ICd:0.09	None	Sv2c,Tmem196	Slc17a6:8.81	None	126	201	Pou4f1,Irx2,Barhl2,Pou6f2,Zfp536,Bcl11b	0	0.06	None	0.94	None	None	Adcyap1:4.5	None	Scml2,Edaradd,Qrfpr,Hcn1	None	MB:0.99	D130079A08Rik,Edaradd,Tafa1,Sv2c,Pou6f2,Drd5	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3375	3375 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.53,Ddc:3.45	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.46,MB:0.17,SCop:0.17,SCsg:0.17	None	Igfbpl1,A730046J19Rik	Slc17a6:8.53,Ddc:3.45	None	63	40	Pou4f1,Irx3,Meis2,Zfp831,Sox5,Zfp536	0	0.01	None	0.99	None	None	None	None	Amhr2,Hmcn1,A730046J19Rik,Adarb2	None	MB:1	Hmcn1,Hpgd,Kcnj5,Kcns3,Igfbpl1,Pde3a	None	None	Glut	Glut	None	None	0.5	None	0.5
CS20230722_CLUS_3376	3376 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.56	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCig:0.45,SCop:0.36	None	Itga8	Slc17a6:8.56	None	50	38	Barhl1,Irx1,Lef1,Zfhx4,Sox5,Foxo1	0	0.01	None	0.99	None	None	None	None	Scml2,Nppc,Itga8	None	MB:1	Barhl1,Ltbp1,Hpgd,Lncenc1,Sema3e	None	None	Glut	Glut	None	None	0.47	None	0.53
CS20230722_CLUS_3377	3377 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.59,Ddc:3.53	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.47,SCsg:0.25,SCig:0.19	None	Lancl3,Chst9,Prokr2	Slc17a6:8.59,Ddc:3.53	None	173	143	Pou4f2,Mycn,Barhl1,L3mbtl4,Klf12,Setdb2	0	0.03	None	0.97	None	None	None	None	Scml2,Rd3l,Qrfpr,Colec12	None	MB:1	Edaradd,D130079A08Rik,Lancl3,Chst9	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3378	3378 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.44	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.42,SCig:0.31,SCsg:0.25	None	Crhbp,Npy2r	Slc17a6:8.44	None	115	192	Barhl1,Mycn,Pou4f1,Pou6f2,Zfp536,Klf12	0	0.03	None	0.97	None	None	Adcyap1:5.4,Cck:5.2	None	4930430F21Rik,Tafa1,Crhbp,Npy2r	None	MB:1	D130079A08Rik,Crhbp,Cd24a,Npy2r	None	None	Glut	Glut	None	None	0.49	None	0.51
CS20230722_CLUS_3379	3379 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.96,Ddc:5.61	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.42,SCig:0.35,MB:0.07	None	Rprml	Slc17a6:8.96,Ddc:5.61	None	42	52	Barhl1,Gli3,Zfp831,Pparg,Onecut2	0	0.02	None	0.98	None	None	Adcyap1:6.5,Cck:6.1	None	Mybpc1,Sln,Gli3	None	MB:1	Wif1,Barhl1,Ntn1,D130079A08Rik	None	None	Glut	Glut	None	None	0.53	None	0.47
CS20230722_CLUS_3380	3380 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.85,Ddc:5.33	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.47,SCig:0.28,ICd:0.1	None	Tac1,Sln	Slc17a6:8.85,Ddc:5.33	None	75	54	Barhl1,Sox6,Tfap2d,Prox1,Bcl11b	0	0.02	None	0.98	None	None	Tac1:6.3,Adcyap1:5.6,Cck:5.5	None	Sln,Rd3l,Tac1	None	MB:1	Wif1,Barhl1,Sla,Sox6,Dsg2	None	None	Glut	Glut	None	None	0.48	None	0.52
CS20230722_CLUS_3381	3381 SCop Sln Glut_1		CS20230722_SUPT_0788	0788 SCop Sln Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:8.52,Ddc:4.25	Slc17a6|Ddc	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	SCop:0.38,SCsg:0.34,SCig:0.18	None	Ptk2b,Dkk2	Slc17a6:8.52,Ddc:4.25	None	85	97	Pou4f2,Hey2,Tfap2d,Etv1,Pou6f2,Rarb	0	0.07	None	0.93	None	None	Adcyap1:3.1	None	Scml2,Wnt16,Prokr2,Styk1	None	MB:1	Hpgd,Moxd1,Prkcq,Ptk2b	None	None	Glut	Glut	None	None	0.43	None	0.57
CS20230722_CLUS_3382	3382 PAG Ucn Glut_1		CS20230722_SUPT_0789	0789 PAG Ucn Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a8:4.28	Slc17a8	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.5,RL:0.29,MRN:0.05	None	Ucn,Pou4f1	Slc17a8:4.28	None	1	22	Foxa2,Irx4	0	0.09	None	0.91	EW	None	Cartpt:11.2,Cck:10.2,Ucn:9.2,Adcyap1:7.1	None	Ucn,Pou4f1	None	MB:0.91	Foxa2,Wif1	None	None	Glut	Glut	None	None	0.52	None	0.48
CS20230722_CLUS_3383	3383 ND-INC Foxd2 Glut_1		CS20230722_SUPT_0790	0790 ND-INC Foxd2 Glut_1	cluster							CS20230722_NEUR_Glut	Slc17a6:9.36	Slc17a6	MB-HB-Glut-Sero-Dopa	None	None	None	None	None	MB:0.29,MRN:0.2,ND:0.15,PAG:0.09,SPFm:0.06,MA3:0.05	None	Lhx1os	Slc17a6:9.36	None	11	110	Foxd2,Nkx6-1,Lhx1	0	0.12	None	0.88	ND INC	None	Adcyap1:4.8,Tac1:4.5,Cck:4.5,Sst:3.7	None	Foxd2os,Nkx6-1,Lhx1os	None	MB:0.87	Foxa2,C1ql1,Scn4b,Lhx1	None	None	Glut	Glut	None	None	0.5	None	0.5
